timestamp,offset_segundos,usuario,nome,sentimento,confianca,comentario
0:36,36,caio_seixas,caio_seixas,neutro,1.0,opa
0:37,37,kthyosu,kthyosu,neutro,1.0,ooooi
0:38,38,fairlylo,fairlylo,neutro,1.0,MENTIRA
0:39,39,a_palavra_cabalistica_eh,凹凸凹凸凹凸凹凸凹凸凹,confuso,1.0,olokinho bixu ta no japiu?
0:41,41,rafael_satoshi,rafael_satoshi,neutro,1.0,peepoPls
0:41,41,kise_ryota__,Kise_Ryota__,neutro,1.0,aí sim
0:45,45,ghxstxk_,ghxstxk_,neutro,1.0,Não
0:46,46,galodevans,galodevans,neutro,1.0,MyAvatar
0:46,46,weehas,weehas,neutro,1.0,teu cu
0:47,47,czarbrz,czarbrz,confuso,1.0,"oxi, voltou pro Japão"
0:48,48,riperoso,Riperoso,neutro,1.0,Japao brasileiro
0:48,48,gabriellsilvaalves,gabriellsilvaalves,neutro,1.0,Aeee
0:49,49,drakejohnny,DrakeJohnny,confuso,1.0,O QUÊ?
0:49,49,boomer_mz,boomer_mz,neutro,1.0,Ele ta vivooooo
0:50,50,ghxstxk_,ghxstxk_,neutro,1.0,Do nada
0:51,51,ruffghanor_,RuffGhanor_,confuso,1.0,Lembrou a senha gracinha?
0:52,52,mrlyfe,mrlyfe,neutro,1.0,HiHand
0:52,52,foguinho3007,foguinho3007,confuso,1.0,jaopao?
0:52,52,caribids,caribids,confuso,1.0,oloko really?
0:53,53,iaandhi,iaandhi,confuso,1.0,punhetaço que horas?
0:53,53,wsetbm,wsetbm,neutro,1.0,Para de mentir cara
0:54,54,putiferoo,putiferoo,confuso,1.0,Oloko live nos becos ??
0:54,54,jephwell,jephwell,neutro,1.0,duvido
0:54,54,casa__nova,CASA__NOVA,neutro,1.0,de volta a BANGU
0:55,55,flowxr6,flowxr6,confuso,0.667,"2 lives em um periodo de um ano, ta precisando de dinheiro seu???"
0:55,55,littletyrant_lt,littletyrant_lt,confuso,1.0,Eles te aceitaram de volta?
0:55,55,mtbrazil,MTBRAZIL,confuso,1.0,Vim aqui pelo clickbait sabendo que é bait
0:57,57,diagon_haisser,diagon_haisser,neutro,1.0,Desdeportaram
0:57,57,air1nxx,air1nxx,neutro,1.0,Indeciso
0:59,59,humaninhofeliz,humaninhofeliz,neutro,1.0,Aeeee
0:59,59,casa__nova,CASA__NOVA,neutro,1.0,VOLTOU PRA OSASCO
0:59,59,gotzaum,gotzaum,neutro,1.0,Oloko
1:00,60,vinkjuice,vinkjuice,positivo,1.0,olá gostosa
1:01,61,caio_seixas,caio_seixas,confuso,1.0,japão da Liberdade?
1:01,61,mantobr,MANTOBR,neutro,1.0,Aeeeeee
1:01,61,kaedehiroki,KaedeHiroki,frustrado,1.0,Não tankou o bostil
1:01,61,ghxstxk_,ghxstxk_,neutro,1.0,O brasil tá diferente
1:02,62,marvestii,marvestii,neutro,1.0,Helloooo
1:02,62,erukafrog0,erukafrog0,neutro,1.0,Deixou de ser larper
1:03,63,kamba7w7,Kamba7w7,neutro,1.0,Ele voltou!
1:03,63,tobleroneopicional,tobleroneopicional,confuso,1.0,2 LIVES NO MESMO MÊS?????
1:04,64,paulo_930,paulo_930,engraçado,1.0,Opa cria
1:04,64,kaitov,KaitoV,neutro,1.0,"cansou do personagem brasileiro,o japão engaja mais"
1:04,64,shingouki10,shingouki10,neutro,1.0,Bakagaijin voltou miomioHuh
1:04,64,jondvds,jondvds,neutro,1.0,sai da liberdade
1:04,64,heartonlyheart,HeartOnlyHeart,neutro,1.0,ele na liberdade
1:05,65,ifahad12,iFahad12,neutro,1.0,hii
1:06,66,iceraptron,iceraptron,confuso,1.0,vim pelo bait sabendo que é click
1:06,66,akarin_chan2002,akarin_chan2002,confuso,1.0,oxi voltou pro jp????
1:06,66,vess_xii,Vess_XII,frustrado,1.0,N tankou o bostil
1:07,67,iaesamucca,iaesamucca,neutro,1.0,punhetaço 00h em comemoração a volta ao japão
1:08,68,lanko_1,Lanko_1,engraçado,0.5,Férias?
1:08,68,kamba7w7,Kamba7w7,neutro,1.0,Me chamaram de demente
1:09,69,flowxr6,flowxr6,neutro,1.0,É clickbait...
1:10,70,boomer_mz,boomer_mz,neutro,1.0,Pisa fofo na chapa
1:10,70,failedtea,FailedTea,confuso,1.0,Cara vai fazer live 6h da manhã no Japão? Nem fudeno
1:10,70,tallythehawk,TallyTheHawk,neutro,1.0,modCheck
1:11,71,thiagobatst,thiagobatst,neutro,1.0,eita que encontrou a senha
1:13,73,e006cr,e006cr,neutro,1.0,"Não acreditem nele rapazeada, ele ta usando chroma"
1:14,74,kamba7w7,Kamba7w7,confuso,1.0,Mas o que eu previ aconteceu
1:14,74,passarobllue,passarobllue,frustrado,1.0,Esse novo notebook alienware 15 mo bosta
1:16,76,isamely7,isamely7,neutro,1.0,Kreygasm Kreygasm
1:16,76,0bagos,0Bagos,neutro,1.0,safado
1:17,77,ghxstxk_,ghxstxk_,confuso,1.0,Esse aí que é a liberdade?
1:17,77,jephwell,jephwell,positivo,0.667,eeepa quem me chamou de gostosa?
1:18,78,alphaya8,alphaya8,engraçado,1.0,Agora sim o Baka gajin original apareceu
1:19,79,lucaslsjfjsk,lucaslsjfjsk,positivo,1.0,SALVE
1:20,80,riperoso,Riperoso,neutro,1.0,confundiu japao com jalapao
1:21,81,hunterma30,HunterMa30,neutro,1.0,"mentira do crlo, vi ele hoje aqui em sp"
1:21,81,lazulistv,lazulistv,neutro,1.0,Vim pelo bait
1:21,81,tobleroneopicional,tobleroneopicional,positivo,1.0,O GOAT VOLTOU MEU PAIIIIII
1:22,82,caribids,caribids,neutro,1.0,O  retorno do punhetaço
1:24,84,kthyosu,kthyosu,neutro,1.0,ele avisou outro dia que ia viajar pro japao
1:25,85,brekitosz,brekitosz,neutro,1.0,ta larpando
1:27,87,boomer_mz,boomer_mz,confuso,1.0,Quando é o punhetasso? Já usou a cartinha de setembro?
1:27,87,marps321,marps321,positivo,1.0,salve
1:27,87,shingouki10,shingouki10,neutro,1.0,Se ele tiver na liberdade eu tbm estarei
1:28,88,wsetbm,wsetbm,neutro,1.0,EXTRA EXTRA! BAKA FICOU POBRE NO BRASIL.
1:30,90,av_violeta,av_violeta,neutro,1.0,Oi li lindíssimo
1:30,90,darkhunter2e,darkhunter2e,positivo,1.0,"Opa, um salve pro chat e um beijo na xaninha"
1:31,91,wemersom_cmtz,wemersom_cmtz,frustrado,1.0,Não tanko o bostil
1:31,91,gotzaum,gotzaum,neutro,1.0,67 desocupados
1:35,95,yuriairesb,YuriAiresB,neutro,1.0,"Pow, eu ia sair pra beber, mas lá vai eu ficar em casa vendo o Baka Gayjones"
1:35,95,residente_dorminhoko,residente_dorminhoko,neutro,1.0,falatu punheteiro
1:36,96,vitonhonhi,vitonhonhi,neutro,1.0,Mdss
1:36,96,mantobr,MANTOBR,positivo,1.0,Maluko é brabo
1:36,96,r3nannnn,r3nannnn,neutro,1.0,KonCha
1:40,100,heartonlyheart,HeartOnlyHeart,confuso,1.0,Tá chovendo em SP?
1:44,104,yukizinhojp,yukizinhojp,positivo,1.0,salveeeeee
1:45,105,wesleykolomar_br,wesleykolomar_br,confuso,1.0,é feiki é?
1:45,105,zovkitt,zovkitt,neutro,1.0,é mentira gente ele ta na liberdade comprando coca cola koreana
1:45,105,mateus_ini,mateus_ini,neutro,1.0,"Ele voltou, Optimus voltou"
1:47,107,banchobr,BanchoBR,neutro,1.0,BABAKAAA GADIIIINNN QUE SDD MEEU MAAANOOOO
1:47,107,mantobr,MANTOBR,neutro,1.0,Enfim voltou
1:47,107,henrioliveira100,henrioliveira100,neutro,1.0,SeemsGood
1:49,109,kivratal,kivratal,confuso,1.0,O QUE!!?!?!?!? se for clickbait o baka vai ver
